,idcode,age,race,married,never_married,grade,collgrad,south,smsa,c_city,industry,occupation,union,wage,hours,ttl_exp,tenure
1073,2506,41,white,married,0,12.0,not college grad,0,SMSA,0,Transport/Comm/Utility,Craftsmen,nonunion,11.618352,40.0,16.653847,0.5833333
1074,2510,37,white,married,0,11.0,not college grad,1,nonSMSA,0,Manufacturing,Service,union,4.8499985,40.0,7.269231,5.75
1075,2514,40,white,married,0,12.0,not college grad,1,SMSA,1,Transport/Comm/Utility,Sales,nonunion,8.132044,40.0,13.8076935,10.583333
1076,2517,45,black,single,1,14.0,not college grad,1,SMSA,1,Wholesale/Retail Trade,Sales,nonunion,6.441224,40.0,17.22436,3.5
1077,2518,36,white,married,0,12.0,not college grad,1,SMSA,0,Finance/Ins/Real Estate,Sales,nonunion,7.4396124,15.0,10.493589,3.75
1078,2520,45,white,single,0,14.0,not college grad,1,SMSA,1,Professional Services,Sales,,3.7625415,20.0,11.410257,0.41666666
1079,2522,39,black,single,0,16.0,college grad,1,SMSA,1,Wholesale/Retail Trade,Sales,nonunion,2.8985493,35.0,13.057693,1.5
1080,2523,35,black,married,0,16.0,college grad,1,SMSA,0,Finance/Ins/Real Estate,Professional/technical,nonunion,6.0386477,40.0,15.064103,2.4166667
1081,2526,38,black,single,1,18.0,college grad,1,SMSA,1,Professional Services,Other,union,10.22544,40.0,15.833333,15.833333
1082,2528,41,black,single,0,15.0,not college grad,1,SMSA,1,Business/Repair Svc,Sales,nonunion,4.2892957,40.0,12.423077,2.0
1083,2529,38,white,married,0,11.0,not college grad,1,SMSA,0,Wholesale/Retail Trade,Clerical/unskilled,,4.180602,60.0,12.846154,1.4166666
1084,2532,35,white,married,0,8.0,not college grad,1,SMSA,0,Finance/Ins/Real Estate,Sales,,6.229095,35.0,11.884615,0.5833333
1085,2535,35,white,single,0,12.0,not college grad,1,SMSA,1,Business/Repair Svc,Managers/admin,,3.7189493,50.0,10.480769,3.3333333
1086,2537,36,white,married,0,12.0,not college grad,1,SMSA,1,Finance/Ins/Real Estate,Sales,,4.8274837,40.0,16.75641,2.4166667
1087,2538,37,white,married,0,18.0,college grad,0,SMSA,0,Professional Services,Other,nonunion,8.365539,60.0,14.519231,2.9166667
1088,2541,42,white,single,0,18.0,college grad,0,SMSA,0,Professional Services,Sales,nonunion,15.48309,45.0,13.5,4.5
1089,2544,36,white,married,0,15.0,not college grad,1,SMSA,1,Manufacturing,Sales,,4.8274837,40.0,15.307693,5.8333335
1090,2545,35,white,married,0,13.0,not college grad,0,SMSA,0,Manufacturing,Managers/admin,,32.15846,50.0,11.0,2.0833333
1091,2546,38,white,married,0,16.0,college grad,1,nonSMSA,0,Ag/Forestry/Fisheries,Farmers,nonunion,8.05153,40.0,18.897436,13.5
1092,2548,35,white,married,0,16.0,college grad,1,SMSA,1,Finance/Ins/Real Estate,Managers/admin,nonunion,17.41545,40.0,15.006411,7.25
1093,2552,38,black,married,0,17.0,college grad,1,SMSA,1,Public Administration,Sales,union,10.450882,40.0,16.365385,8.333333
1094,2554,39,black,married,0,16.0,college grad,0,SMSA,0,Manufacturing,Professional/technical,,40.198082,40.0,15.211538,10.083333
1095,2555,40,black,single,0,16.0,college grad,0,SMSA,1,Professional Services,Sales,nonunion,10.064413,35.0,15.647436,13.583333
1096,2556,37,black,married,0,12.0,not college grad,1,SMSA,0,Professional Services,Sales,nonunion,4.2592573,40.0,11.75,4.75
1097,2557,40,white,married,0,12.0,not college grad,1,SMSA,0,Professional Services,Sales,nonunion,5.5797076,40.0,5.826923,3.8333333
1098,2559,41,black,married,0,13.0,not college grad,1,SMSA,1,Transport/Comm/Utility,Sales,union,9.645729,40.0,17.737179,17.666666
1099,2560,39,black,married,0,12.0,not college grad,1,SMSA,1,Public Administration,Sales,union,5.8051524,40.0,16.173077,1.6666666
1100,2564,45,white,single,1,18.0,college grad,1,SMSA,0,Wholesale/Retail Trade,Professional/technical,,12.541805,36.0,18.891024,0.41666666
1101,2569,43,black,single,0,16.0,college grad,1,SMSA,1,Public Administration,Professional/technical,union,8.075683,35.0,7.339744,3.4166667
1102,2571,40,white,single,0,18.0,college grad,1,SMSA,1,Professional Services,Professional/technical,nonunion,24.001608,40.0,10.826923,4.9166665
1103,2575,40,black,single,0,7.0,not college grad,1,SMSA,1,Construction,Operatives,union,6.078904,40.0,3.3333333,3.3333333
1104,2579,37,black,single,1,18.0,college grad,1,SMSA,1,Public Administration,Professional/technical,nonunion,19.742342,40.0,13.173077,8.583333
1105,2580,45,white,married,0,11.0,not college grad,1,SMSA,0,Wholesale/Retail Trade,Sales,nonunion,5.7487917,35.0,4.5,0.33333334
1106,2582,40,white,married,0,12.0,not college grad,1,SMSA,0,Wholesale/Retail Trade,Sales,nonunion,4.830918,40.0,7.8653846,1.5
1107,2583,40,white,single,0,12.0,not college grad,1,SMSA,1,Wholesale/Retail Trade,Managers/admin,,2.875546,,7.9038463,0.6666667
1108,2586,40,black,single,0,17.0,college grad,1,SMSA,1,Public Administration,Professional/technical,nonunion,13.268916,35.0,18.153847,3.4166667
1109,2590,45,white,single,0,10.0,not college grad,1,SMSA,1,Manufacturing,Operatives,nonunion,3.3011258,40.0,4.2115383,1.9166666
1110,2593,41,white,married,0,12.0,not college grad,0,nonSMSA,0,Wholesale/Retail Trade,Sales,nonunion,4.025765,40.0,19.750002,0.41666666
1111,2594,42,white,married,0,10.0,not college grad,1,SMSA,0,Wholesale/Retail Trade,Managers/admin,nonunion,5.2334948,20.0,12.173077,1.5
1112,2596,42,black,married,0,12.0,not college grad,1,SMSA,1,Professional Services,Sales,union,6.4009633,40.0,20.403847,20.333334
1113,2597,37,black,married,0,12.0,not college grad,1,SMSA,1,Professional Services,Sales,nonunion,6.441224,32.0,14.884616,7.1666665
1114,2598,35,black,single,0,14.0,not college grad,1,SMSA,1,Finance/Ins/Real Estate,Managers/admin,nonunion,7.5523334,40.0,14.326923,7.75
1115,2605,44,white,single,0,14.0,not college grad,1,nonSMSA,0,Personal Services,Sales,,4.180602,40.0,11.782052,0.25
1116,2606,43,white,married,0,12.0,not college grad,0,SMSA,1,Professional Services,Sales,union,3.9613514,25.0,9.897435,
1117,2607,44,white,married,0,12.0,not college grad,1,nonSMSA,0,Public Administration,Professional/technical,nonunion,6.964568,40.0,15.814102,3.3333333
1118,2608,43,white,married,0,16.0,college grad,1,SMSA,0,Professional Services,Professional/technical,nonunion,10.451505,20.0,18.057692,13.166667
1119,2610,45,white,married,0,13.0,not college grad,1,SMSA,0,Professional Services,Other,nonunion,5.917873,20.0,6.698718,0.0
1120,2611,39,black,single,0,18.0,college grad,1,SMSA,1,Professional Services,Other,union,11.151368,50.0,16.942308,16.916666
1121,2612,35,black,married,0,18.0,college grad,1,SMSA,1,Professional Services,Professional/technical,,30.338171,53.0,10.615385,1.5
1122,2613,39,black,married,0,15.0,college grad,1,SMSA,0,Professional Services,Sales,,40.74659,38.0,10.692307,1.5
1123,2615,35,black,single,1,14.0,not college grad,0,SMSA,1,Finance/Ins/Real Estate,Managers/admin,,14.514425,40.0,15.01282,10.0
1124,2617,44,black,married,0,16.0,college grad,1,SMSA,0,Professional Services,Professional/technical,union,2.5201283,40.0,7.6666665,3.25
1125,2619,41,white,single,0,10.0,not college grad,0,SMSA,1,Wholesale/Retail Trade,Sales,nonunion,2.6811595,12.0,8.615385,2.9166667
1126,2623,41,black,single,0,9.0,not college grad,1,SMSA,1,Personal Services,Operatives,union,3.3011258,40.0,11.538462,3.25
1127,2624,36,black,single,1,8.0,not college grad,1,SMSA,1,Personal Services,Operatives,union,3.8083735,40.0,7.50641,6.1666665
1128,2625,44,white,married,0,12.0,not college grad,1,SMSA,0,Professional Services,Sales,nonunion,4.025765,20.0,11.448718,2.4166667
1129,2627,44,white,single,0,12.0,not college grad,1,SMSA,1,Professional Services,Sales,nonunion,6.191625,40.0,7.230769,2.4166667
1130,2628,39,white,married,0,13.0,not college grad,1,SMSA,0,Public Administration,Sales,nonunion,7.745568,40.0,15.807693,9.25
1131,2636,43,black,married,0,12.0,not college grad,1,SMSA,0,Wholesale/Retail Trade,Professional/technical,nonunion,8.05153,50.0,14.538462,13.5
1132,2640,41,black,single,0,13.0,college grad,1,SMSA,0,Professional Services,Managers/admin,nonunion,9.355874,48.0,15.153847,6.0
1133,2642,37,black,married,0,14.0,not college grad,1,SMSA,0,Public Administration,Professional/technical,nonunion,12.777775,40.0,12.397437,11.333333
1134,2644,38,black,single,1,16.0,college grad,1,SMSA,1,Public Administration,Professional/technical,nonunion,8.904991,40.0,16.0,16.0
1135,2647,40,black,single,0,11.0,not college grad,1,SMSA,1,Professional Services,Laborers,union,5.9822836,60.0,12.25,12.25
1136,2654,35,black,single,1,12.0,not college grad,1,SMSA,0,Manufacturing,Operatives,union,10.59581,38.0,13.115385,2.6666667
1137,2655,36,black,single,1,12.0,not college grad,1,SMSA,0,Construction,Service,,8.570235,24.0,4.9423075,0.33333334
1138,2658,36,black,single,0,12.0,not college grad,1,SMSA,1,Wholesale/Retail Trade,Clerical/unskilled,,3.0017905,6.0,0.9166667,0.9166667
1139,2659,35,black,single,0,14.0,not college grad,1,SMSA,1,Transport/Comm/Utility,Operatives,union,11.610305,40.0,9.923077,9.916667
1140,2661,35,black,married,0,12.0,not college grad,0,SMSA,0,Manufacturing,Sales,union,11.980676,40.0,5.2884617,2.0
1141,2662,37,black,single,0,11.0,not college grad,1,SMSA,1,Manufacturing,Operatives,nonunion,5.354265,40.0,14.865385,14.833333
1142,2663,42,white,married,0,12.0,not college grad,1,SMSA,0,Personal Services,Sales,nonunion,4.025765,4.0,8.038462,1.4166666
1143,2664,38,white,single,1,18.0,college grad,0,SMSA,1,Professional Services,Professional/technical,nonunion,15.48309,45.0,13.75,6.4166665
1144,2666,37,white,married,0,18.0,college grad,1,nonSMSA,0,Professional Services,Professional/technical,union,6.4492707,60.0,6.7115383,3.0
1145,2669,40,white,single,0,17.0,college grad,1,SMSA,0,Professional Services,Managers/admin,nonunion,16.771326,60.0,18.384617,7.8333335
1146,2670,36,white,married,0,16.0,college grad,0,nonSMSA,0,Professional Services,Professional/technical,union,10.064413,16.0,13.326923,2.6666667
1147,2671,39,black,single,0,18.0,college grad,1,SMSA,0,Transport/Comm/Utility,Professional/technical,union,12.117548,46.0,16.192308,9.666667
1148,2674,37,white,single,1,14.0,college grad,1,SMSA,0,Wholesale/Retail Trade,Managers/admin,nonunion,6.8840547,45.0,17.788462,11.833333
1149,2675,44,white,single,1,16.0,college grad,1,SMSA,0,Public Administration,Professional/technical,nonunion,16.25603,40.0,18.134615,8.166667
1150,2677,35,black,single,1,12.0,not college grad,1,SMSA,1,Business/Repair Svc,Laborers,,2.7870672,15.0,7.1410255,0.41666666
1151,2678,41,white,married,0,9.0,not college grad,1,SMSA,0,Transport/Comm/Utility,Operatives,nonunion,4.4283414,30.0,4.673077,3.1666667
1152,2679,44,white,married,0,12.0,not college grad,1,SMSA,0,Finance/Ins/Real Estate,Managers/admin,nonunion,10.185181,38.0,16.615385,14.583333
1153,2680,39,white,married,0,12.0,not college grad,1,SMSA,0,Professional Services,Laborers,nonunion,12.2785845,40.0,16.153847,15.5
1154,2681,36,white,single,1,15.0,college grad,1,SMSA,1,Wholesale/Retail Trade,Managers/admin,,4.389632,50.0,4.74359,0.75
1155,2685,36,white,married,0,15.0,not college grad,1,SMSA,1,Public Administration,Managers/admin,,8.575592,60.0,16.121794,7.1666665
1156,2701,45,white,married,0,12.0,not college grad,0,SMSA,0,Manufacturing,Sales,,4.025765,40.0,17.576923,1.4166666
1157,2704,41,white,married,0,18.0,college grad,1,SMSA,0,Professional Services,Professional/technical,nonunion,9.677936,40.0,14.730769,2.0833333
1158,2707,35,white,married,0,12.0,not college grad,1,SMSA,1,Public Administration,Sales,nonunion,7.665055,40.0,14.698717,14.666667
1159,2708,40,white,single,1,12.0,not college grad,1,SMSA,1,Public Administration,Household workers,union,6.610305,40.0,16.634615,11.75
1160,2709,37,white,married,0,13.0,not college grad,1,SMSA,1,Public Administration,Professional/technical,nonunion,13.550715,40.0,16.378204,7.5
1161,2710,35,white,married,0,12.0,not college grad,1,SMSA,1,Professional Services,Laborers,nonunion,5.297905,40.0,11.288462,5.5833335
1162,2711,38,white,married,0,12.0,not college grad,1,SMSA,1,Manufacturing,Operatives,nonunion,6.8760014,35.0,13.294871,12.25
1163,2712,37,white,single,0,12.0,not college grad,1,SMSA,1,Personal Services,Sales,nonunion,4.025765,32.0,8.442307,0.75
1164,2713,34,white,married,0,6.0,not college grad,1,SMSA,1,Professional Services,Laborers,nonunion,3.1078897,25.0,5.788461,3.25
1165,2715,41,white,married,0,14.0,not college grad,1,SMSA,1,Finance/Ins/Real Estate,Sales,nonunion,5.2334948,20.0,16.173077,3.0
1166,2716,39,white,single,1,17.0,college grad,1,SMSA,1,Public Administration,Sales,union,14.009657,42.0,18.891026,18.833334
1167,2717,37,white,married,0,12.0,not college grad,1,SMSA,1,Public Administration,Sales,nonunion,5.990337,40.0,13.480769,11.0
1168,2719,43,white,married,0,12.0,not college grad,1,nonSMSA,0,Professional Services,Sales,nonunion,7.230271,36.0,18.557692,11.083333
1169,2722,38,white,single,0,13.0,not college grad,1,SMSA,1,Public Administration,Managers/admin,union,5.6602244,40.0,9.23718,1.4166666
1170,2723,37,white,single,1,11.0,not college grad,1,SMSA,1,Transport/Comm/Utility,Sales,nonunion,4.3478236,44.0,16.583332,10.0
1171,2724,43,white,single,0,17.0,college grad,1,SMSA,1,Professional Services,Other,nonunion,10.056358,40.0,16.865385,16.833334
1172,2725,40,white,married,0,14.0,not college grad,1,SMSA,1,Public Administration,Professional/technical,nonunion,9.42834,40.0,18.038462,4.75
1173,2730,39,white,married,0,12.0,not college grad,1,SMSA,1,Professional Services,Laborers,nonunion,2.6972613,15.0,7.7884617,3.3333333
1174,2734,36,white,married,0,16.0,college grad,1,SMSA,1,Construction,Managers/admin,nonunion,11.352655,45.0,15.410256,7.5833335
1175,2735,34,white,married,0,17.0,college grad,1,SMSA,1,Business/Repair Svc,Managers/admin,nonunion,10.636071,38.0,12.147436,6.3333335
1176,2737,36,white,single,0,12.0,not college grad,0,SMSA,0,Mining,Sales,,40.198082,40.0,12.115385,2.1666667
1177,2739,41,black,married,0,15.0,not college grad,1,SMSA,1,Professional Services,Professional/technical,union,4.8389683,40.0,13.5,9.916667
1178,2741,39,black,married,0,17.0,college grad,1,SMSA,0,Professional Services,Other,nonunion,9.090172,45.0,14.583333,3.4166667
1179,2742,41,black,married,0,11.0,not college grad,1,SMSA,1,Business/Repair Svc,Laborers,,2.801002,18.0,13.653847,0.33333334
1180,2743,38,black,single,1,13.0,not college grad,1,SMSA,1,Personal Services,Sales,union,3.9452477,40.0,8.185898,7.6666665
1181,2745,41,black,married,0,12.0,not college grad,1,SMSA,1,Finance/Ins/Real Estate,Sales,nonunion,6.988722,40.0,18.596153,14.0
1182,2746,36,black,single,1,12.0,not college grad,1,SMSA,1,Public Administration,Sales,nonunion,6.441224,40.0,15.839743,1.4166666
1183,2752,44,white,married,0,18.0,college grad,1,SMSA,1,Professional Services,Sales,nonunion,5.9017696,30.0,14.942308,6.9166665
1184,2753,38,white,single,1,18.0,college grad,1,SMSA,1,Public Administration,Managers/admin,nonunion,12.077295,50.0,18.391026,13.75
1185,2757,36,black,single,0,12.0,not college grad,1,SMSA,1,Professional Services,Professional/technical,union,4.339774,38.0,14.653846,3.6666667
1186,2760,34,white,married,0,12.0,not college grad,1,SMSA,0,Construction,Laborers,nonunion,8.05153,2.0,9.391025,1.3333334
1187,2761,36,white,single,1,17.0,college grad,1,SMSA,1,Wholesale/Retail Trade,Managers/admin,nonunion,9.999998,48.0,15.653846,2.0833333
1188,2762,36,white,single,0,14.0,not college grad,1,SMSA,1,Professional Services,Professional/technical,nonunion,7.262477,32.0,14.365385,1.5833334
1189,2764,43,white,married,0,12.0,not college grad,1,SMSA,1,Public Administration,Sales,nonunion,7.584539,24.0,12.519231,7.5
1190,2769,34,black,single,0,12.0,not college grad,1,SMSA,1,Transport/Comm/Utility,Laborers,nonunion,5.370369,45.0,3.3653846,0.8333333
1191,2771,39,white,single,0,12.0,not college grad,1,SMSA,1,Manufacturing,Sales,nonunion,6.1191616,40.0,13.891026,10.25
1192,2772,37,white,single,0,11.0,not college grad,1,SMSA,1,Personal Services,Craftsmen,nonunion,4.830918,40.0,10.660256,1.25
1193,2777,37,black,single,0,12.0,not college grad,1,SMSA,1,Wholesale/Retail Trade,Operatives,nonunion,4.307567,40.0,15.564102,1.6666666
1194,2780,44,black,single,0,12.0,not college grad,1,SMSA,1,Manufacturing,Operatives,nonunion,3.3011258,40.0,13.679488,3.75
1195,2782,39,black,married,0,16.0,college grad,1,SMSA,1,Professional Services,Sales,,2.4792998,15.0,6.1153846,1.0833334
1196,2786,35,black,married,0,12.0,not college grad,1,SMSA,1,Manufacturing,Operatives,nonunion,7.2705307,40.0,12.070513,11.666667
1197,2787,39,white,married,0,17.0,college grad,0,SMSA,0,Manufacturing,Professional/technical,nonunion,15.201282,55.0,17.26923,4.0833335
1198,2790,40,white,married,0,12.0,not college grad,1,SMSA,0,Transport/Comm/Utility,Sales,union,9.420287,35.0,18.692307,8.416667
1199,2792,43,white,married,0,16.0,college grad,1,SMSA,0,Construction,Sales,nonunion,30.19324,10.0,14.961538,1.3333334
1200,2794,36,white,married,0,16.0,college grad,1,SMSA,0,Public Administration,Sales,nonunion,10.193234,40.0,14.128205,11.583333
1201,2796,44,white,single,0,12.0,not college grad,1,nonSMSA,0,Manufacturing,Sales,nonunion,6.4009633,40.0,19.038462,4.9166665
1202,2801,37,white,single,1,17.0,college grad,0,SMSA,0,Professional Services,Other,nonunion,6.9243145,40.0,14.51282,7.8333335
1203,2806,35,white,married,0,12.0,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Managers/admin,nonunion,4.830918,40.0,9.121796,3.3333333
1204,2815,36,black,single,0,17.0,college grad,1,SMSA,0,Professional Services,Other,union,10.217388,50.0,11.942307,8.833333
1205,2816,39,black,married,0,12.0,not college grad,0,SMSA,0,Public Administration,Sales,nonunion,8.856684,40.0,21.333334,21.333334
1206,2818,41,black,single,0,15.0,not college grad,0,SMSA,1,Professional Services,Sales,union,5.458936,39.0,10.423077,3.6666667
1207,2820,35,black,single,0,12.0,not college grad,0,SMSA,0,Construction,Managers/admin,nonunion,11.755233,40.0,16.48077,14.0
1208,2823,39,white,married,0,18.0,college grad,1,SMSA,1,Professional Services,Other,union,9.597424,50.0,16.326923,8.916667
1209,2825,40,black,single,0,14.0,not college grad,1,SMSA,0,Public Administration,Sales,nonunion,8.148145,38.0,15.128205,11.083333
1210,2826,35,black,married,0,12.0,not college grad,1,SMSA,0,Manufacturing,Operatives,nonunion,1.8679547,40.0,0.6923077,0.6666667
1211,2830,38,black,single,1,12.0,not college grad,1,SMSA,0,Wholesale/Retail Trade,Laborers,,3.7625415,35.0,14.134615,0.33333334
1212,2831,37,black,single,0,8.0,not college grad,1,SMSA,0,Business/Repair Svc,Laborers,nonunion,2.6972613,40.0,3.2564104,1.8333334
1213,2834,37,black,single,0,12.0,not college grad,1,SMSA,0,Entertainment/Rec Svc,Laborers,nonunion,2.6972613,35.0,2.346154,0.0
1214,2835,40,black,married,0,12.0,not college grad,1,SMSA,0,Professional Services,Professional/technical,nonunion,7.5523334,40.0,17.788462,3.4166667
1215,2845,36,black,single,0,14.0,not college grad,1,SMSA,1,Public Administration,Professional/technical,nonunion,7.745568,38.0,11.634615,3.9166667
1216,2846,37,black,single,1,9.0,not college grad,1,SMSA,0,Professional Services,Operatives,nonunion,4.9355855,40.0,9.673077,7.5833335
1217,2848,41,black,single,0,16.0,college grad,1,SMSA,1,Finance/Ins/Real Estate,Managers/admin,nonunion,14.2592535,38.0,17.692308,17.416666
1218,2849,43,white,married,0,12.0,not college grad,1,SMSA,1,Wholesale/Retail Trade,Clerical/unskilled,,2.7870672,45.0,16.75,1.0833334
1219,2853,45,black,married,0,9.0,not college grad,1,SMSA,1,Personal Services,Transport,nonunion,4.227053,20.0,11.615385,1.25
1220,2857,41,black,single,0,12.0,not college grad,1,SMSA,1,Wholesale/Retail Trade,Laborers,nonunion,3.5829282,40.0,17.98077,2.4166667
1221,2858,41,black,single,0,11.0,not college grad,1,SMSA,0,Public Administration,Craftsmen,nonunion,6.36876,40.0,11.288462,2.9166667
1222,2864,45,black,married,0,18.0,college grad,1,SMSA,1,Professional Services,Other,union,11.618352,40.0,17.98077,15.75
1223,2865,38,black,single,1,12.0,not college grad,1,SMSA,1,Professional Services,Sales,nonunion,2.1578088,25.0,7.75,1.6666666
1224,2868,34,white,single,0,14.0,not college grad,1,nonSMSA,0,Professional Services,Sales,nonunion,6.932361,40.0,14.903846,10.5
1225,2869,35,white,single,0,16.0,college grad,1,SMSA,1,Transport/Comm/Utility,Managers/admin,nonunion,15.09662,40.0,7.6666665,7.6666665
1226,2870,37,black,married,0,10.0,not college grad,1,SMSA,1,Manufacturing,Operatives,union,3.9452477,40.0,17.012821,3.5
1227,2872,35,black,single,0,18.0,college grad,0,SMSA,1,Manufacturing,Clerical/unskilled,nonunion,12.045089,45.0,12.916666,3.8333333
1228,2874,35,black,single,1,6.0,not college grad,1,SMSA,1,Wholesale/Retail Trade,Laborers,nonunion,3.1078897,35.0,5.423077,3.5
1229,2875,34,black,single,1,7.0,not college grad,1,SMSA,0,Personal Services,Laborers,nonunion,5.6360707,40.0,6.7179484,0.0
1230,2876,44,black,married,0,8.0,not college grad,1,SMSA,1,Wholesale/Retail Trade,Operatives,nonunion,3.5265677,52.0,10.8910265,3.4166667
1231,2877,43,black,married,0,9.0,not college grad,1,SMSA,1,Manufacturing,Operatives,union,3.9291444,40.0,16.653847,3.5
1232,2878,45,black,single,0,11.0,not college grad,0,SMSA,0,Manufacturing,Operatives,nonunion,6.32045,40.0,15.096154,3.8333333
1233,2880,40,white,married,0,8.0,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Laborers,,2.9264214,40.0,8.564103,2.0833333
1234,2883,35,black,married,0,11.0,not college grad,1,SMSA,1,Wholesale/Retail Trade,Clerical/unskilled,nonunion,4.830918,40.0,6.5961537,3.5
1235,2886,38,black,married,0,17.0,college grad,1,SMSA,1,Public Administration,Sales,union,10.974233,40.0,13.365384,9.833333
1236,2892,35,black,married,0,12.0,not college grad,1,SMSA,1,Public Administration,Laborers,nonunion,4.798711,40.0,12.583333,12.583333
1237,2893,36,black,married,0,18.0,college grad,1,SMSA,1,Professional Services,Other,nonunion,8.904991,40.0,13.685898,11.583333
1238,2894,34,black,single,0,12.0,not college grad,1,SMSA,1,Manufacturing,Operatives,union,5.032206,40.0,7.6346154,3.6666667
1239,2895,42,black,single,1,12.0,not college grad,0,SMSA,1,Public Administration,Sales,union,9.388082,38.0,6.666667,3.1666667
1240,2896,35,black,married,0,12.0,not college grad,1,SMSA,1,Manufacturing,Craftsmen,nonunion,11.52979,45.0,16.166666,16.166666
1241,2899,37,white,married,0,17.0,college grad,1,SMSA,0,Public Administration,Professional/technical,nonunion,14.106273,45.0,13.846153,13.5
1242,2900,42,white,single,0,12.0,not college grad,1,SMSA,0,Public Administration,Sales,,7.7099943,40.0,14.717949,13.25
1243,2901,40,white,single,0,13.0,not college grad,0,nonSMSA,0,Professional Services,Sales,union,4.830918,20.0,10.923078,9.083333
1244,2904,42,white,married,0,16.0,college grad,1,nonSMSA,0,Professional Services,Sales,nonunion,5.4347825,35.0,14.942307,2.0833333
1245,2905,37,white,married,0,17.0,college grad,0,SMSA,1,Business/Repair Svc,Professional/technical,nonunion,17.206116,45.0,13.903846,8.916667
1246,2908,36,white,single,0,12.0,not college grad,1,SMSA,0,Wholesale/Retail Trade,Laborers,nonunion,5.7487917,35.0,16.865385,0.16666667
1247,2910,39,white,single,0,14.0,not college grad,0,nonSMSA,0,Wholesale/Retail Trade,Sales,,8.361203,40.0,14.352564,1.6666666
1248,2911,40,white,married,0,15.0,not college grad,0,SMSA,0,Public Administration,Professional/technical,,9.567145,40.0,14.679486,3.0833333
1249,2912,37,white,married,0,12.0,not college grad,0,nonSMSA,0,Wholesale/Retail Trade,Sales,nonunion,8.856684,25.0,13.788462,10.416667
1250,2913,36,white,single,0,13.0,not college grad,1,SMSA,0,Entertainment/Rec Svc,Sales,nonunion,12.045089,45.0,13.923077,13.75
1251,2914,41,white,married,0,12.0,not college grad,1,SMSA,0,Finance/Ins/Real Estate,Clerical/unskilled,nonunion,11.062799,35.0,17.192308,1.5833334
1252,2915,42,white,married,0,18.0,college grad,1,SMSA,1,Public Administration,Professional/technical,,14.471302,50.0,15.326923,6.1666665
1253,2917,42,white,married,0,16.0,college grad,1,SMSA,0,Professional Services,Professional/technical,union,7.2463775,8.0,9.596154,2.6666667
1254,2918,40,white,married,0,14.0,not college grad,0,SMSA,0,Wholesale/Retail Trade,Clerical/unskilled,,3.938519,10.0,6.3461537,0.5
1255,2919,44,white,married,0,12.0,not college grad,1,SMSA,1,Business/Repair Svc,Sales,nonunion,4.830918,24.0,7.243589,0.083333336
1256,2921,40,white,married,0,14.0,not college grad,1,SMSA,0,Professional Services,Professional/technical,nonunion,7.745568,40.0,9.871795,1.75
1257,2925,40,black,single,1,0.0,not college grad,1,SMSA,0,Business/Repair Svc,Sales,nonunion,2.8180354,30.0,5.269231,1.3333334
1258,2927,39,white,married,0,17.0,college grad,0,SMSA,0,Professional Services,Sales,,6.272401,22.0,13.410256,7.0833335
1259,2932,38,white,single,0,16.0,college grad,1,SMSA,0,Public Administration,Professional/technical,nonunion,12.38325,40.0,14.25,4.6666665
1260,2934,37,white,single,0,14.0,not college grad,0,SMSA,0,Professional Services,Managers/admin,union,11.610305,40.0,17.948719,6.9166665
1261,2936,37,white,single,1,18.0,college grad,0,SMSA,0,Professional Services,Managers/admin,nonunion,10.32206,45.0,17.634615,7.9166665
1262,2939,45,white,married,0,12.0,not college grad,1,SMSA,0,Transport/Comm/Utility,Sales,nonunion,11.553946,37.0,14.673077,10.5
1263,2940,41,white,married,0,12.0,not college grad,1,SMSA,0,Public Administration,Sales,nonunion,12.38325,40.0,17.115385,6.3333335
1264,2942,36,white,married,0,12.0,not college grad,1,SMSA,1,Professional Services,Professional/technical,nonunion,17.344109,32.0,11.724359,0.33333334
1265,2943,39,white,single,0,17.0,college grad,1,nonSMSA,0,Professional Services,Professional/technical,union,8.558774,38.0,11.833333,11.833333
1266,2945,40,white,married,0,12.0,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Clerical/unskilled,nonunion,3.2689192,40.0,10.961538,2.75
1267,2946,44,white,married,0,11.0,not college grad,1,SMSA,0,Personal Services,Laborers,,4.479214,56.0,5.6474357,1.1666666
1268,2949,38,white,married,0,12.0,not college grad,1,nonSMSA,0,Manufacturing,Operatives,nonunion,4.5088553,40.0,26.03846,16.0
1269,2951,34,white,married,0,12.0,not college grad,1,nonSMSA,0,Manufacturing,Operatives,union,4.420288,35.0,7.7371798,3.75
1270,2954,44,white,married,0,12.0,not college grad,1,nonSMSA,0,Manufacturing,Operatives,nonunion,4.227053,40.0,13.801282,12.166667
1271,2955,36,white,single,0,14.0,not college grad,1,nonSMSA,0,Manufacturing,Operatives,nonunion,7.149757,35.0,12.352564,11.166667
1272,2957,40,white,married,0,11.0,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Operatives,nonunion,2.415459,70.0,5.8461537,
1273,2958,41,white,married,0,12.0,not college grad,1,nonSMSA,0,Professional Services,Laborers,nonunion,4.025765,30.0,12.448718,1.8333334
1274,2960,45,white,married,0,12.0,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Sales,nonunion,6.360707,40.0,21.160255,18.5
